skill_uri,skill_label,russian,skill_category
http://data.europa.eu/esco/skill/f0163b63-6794-4eb7-b17b-f91d11b2602d,implement cryptographic constructs,внедрять криптографические конструкции,skill/competence
http://data.europa.eu/esco/skill/f0393af3-bcd9-41af-a36e-0cfb83b60081,manage standard enterprise resource planning system,управление стандартной системой планирования ресурсов предприятия,skill/competence
http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51,Internet of Things,Интернет вещей,knowledge
http://data.europa.eu/esco/skill/f058bf62-70d1-4f5e-be2a-8b26fac24a96,design graphics,дизайн графики,skill/competence
http://data.europa.eu/esco/skill/f09e70cb-5d8c-4c57-b027-a45127c0bf92,secure sensitive customer's information,обеспечивать безопасность конфиденциальной информации клиентов,skill/competence
http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4,DevOps,DevOps,knowledge
http://data.europa.eu/esco/skill/f0f5bb34-71df-4715-9c9e-03567b76ec8f,create website wireframe,создание макета веб-сайта,skill/competence
http://data.europa.eu/esco/skill/f0ff6f10-cbb4-44c0-acd5-ed17046b1396,install signal repeaters,установка ретрансляторов сигнала,skill/competence
http://data.europa.eu/esco/skill/f14ff4b7-be1e-4b55-b39b-520005f8a97e,liaise with managers,поддерживать связь с менеджерами,skill/competence
http://data.europa.eu/esco/skill/f1a56786-e6d7-4b2e-a39c-23e09024d473,concepts of telecommunications,понятия телекоммуникаций,knowledge
http://data.europa.eu/esco/skill/f263da7f-0708-42c2-b1a9-39083416f632,communicate analytical insights,обмениваться аналитическими выводами,skill/competence
http://data.europa.eu/esco/skill/f28617ad-afdd-4041-814c-216153a38998,analyse software specifications,анализ спецификаций программного обеспечения,skill/competence
http://data.europa.eu/esco/skill/f2c26cd0-f823-4549-a418-f84d23131308,THC Hydra,THC Hydra,knowledge
http://data.europa.eu/esco/skill/f2c63b7a-ed6c-4890-9f8c-7685d172624c,implement corporate governance,внедрение корпоративного управления,skill/competence
http://data.europa.eu/esco/skill/f2d57f41-43b4-4f5b-8100-3df5c21eda50,process data,обработка данных,skill/competence
http://data.europa.eu/esco/skill/f2f463e5-2382-49cb-8199-e7e043d868df,health and safety regulations,правила техники безопасности и охраны труда,knowledge
http://data.europa.eu/esco/skill/f32eb5de-3fc7-4bba-853a-c6f2f043c33e,set up equipment in a timely manner,своевременно настраивать оборудование,skill/competence
http://data.europa.eu/esco/skill/f37e7d5e-fe95-4662-98d4-9f64675532e9,interpret floor plans,толковать планы этажей,skill/competence
http://data.europa.eu/esco/skill/f399a9c1-be41-4117-bf86-a64b503c4cfd,supervise data entry,контролировать ввод данных,skill/competence
http://data.europa.eu/esco/skill/f3cc52e3-a96c-4549-b841-6e41a846fa99,report on environmental issues,составлять отчеты по экологическим вопросам,skill/competence
http://data.europa.eu/esco/skill/f3ff2fee-879c-4112-9002-d2df984fcbb0,ensure visual quality of the set,обеспечивать визуальное качество декораций,skill/competence
http://data.europa.eu/esco/skill/f40da95c-febe-406c-96aa-2d6d9c09a0a3,convert different audiovisual formats,конвертировать различные аудиовизуальные форматы,skill/competence
http://data.europa.eu/esco/skill/f47a1998-0beb-43be-9f46-380aa4d183da,Jenkins (tools for software configuration management),Jenkins (инструменты для управления конфигурацией программного обеспечения),knowledge
http://data.europa.eu/esco/skill/f4a85869-1855-45d5-a43c-7ee8cd451996,perform ICT security testing,проведение тестирования безопасности ИКТ,skill/competence
http://data.europa.eu/esco/skill/f5308e60-d763-4ead-be95-88c96fb3e02b,adapt to changes in technological development plans,адаптация к изменениям в планах технологического развития,skill/competence
http://data.europa.eu/esco/skill/f5369f2f-e52b-43d8-8d31-79a6c11188d8,digital content creation,создание цифрового контента,
http://data.europa.eu/esco/skill/f597f772-24d3-4cec-813c-cf5a7027c794,N1QL,N1QL,knowledge
http://data.europa.eu/esco/skill/f5ac9226-0ace-4d34-a1c3-7b3845834a98,maintain ICT server,обслуживать сервер ИКТ,skill/competence
http://data.europa.eu/esco/skill/f5bf985b-ac78-4d23-881a-18a359234528,corporate sustainability,корпоративная устойчивость,knowledge
http://data.europa.eu/esco/skill/f5dd06b8-5d17-4932-9d03-957d0c4f5051,perform resource planning,планирование ресурсов,skill/competence
http://data.europa.eu/esco/skill/f5f5b244-6cea-4fbc-8a50-8f712791bc09,follow company standards,соблюдение стандартов компании,skill/competence
http://data.europa.eu/esco/skill/f60c9e52-95fc-4ca1-a73c-18a491153b63,make strategic business decisions,принимать стратегические бизнес-решения,skill/competence
http://data.europa.eu/esco/skill/f6424ebb-8401-446b-9f7e-10d7c854da02,ICT network simulation,симуляция ИКТ-сети,knowledge
http://data.europa.eu/esco/skill/f642d7ed-e8d7-4355-a747-b85094d4e2e3,prioritise requests,устанавливать приоритеты запросов,skill/competence
http://data.europa.eu/esco/skill/f6868852-9bf6-4899-a5d6-5f9532fb877d,design component interfaces,проектировать интерфейсы компонентов,skill/competence
http://data.europa.eu/esco/skill/f6ac6241-adb2-4ce2-b35f-09832cbb11ea,empirical analysis,эмпирический анализ,knowledge
http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849,synthesise information,синтезировать информацию,skill/competence
http://data.europa.eu/esco/skill/f7b071bf-4882-4cfc-ae0a-7e0e0ab94c61,conduct research across disciplines,проводить междисциплинарные исследования,skill/competence
http://data.europa.eu/esco/skill/f7b5d916-52f0-4865-b6a6-e1a3b711cb5e,implement strategic planning,осуществлять стратегическое планирование,skill/competence
http://data.europa.eu/esco/skill/f7e051fc-8f7b-45b3-8911-8ffb9b951f4a,blockchain consensus mechanisms,механизмы консенсуса блокчейна,knowledge
http://data.europa.eu/esco/skill/f7e2eb04-3e50-4561-bce1-7e51a1fec308,define software architecture,определять архитектуру программного обеспечения,skill/competence
http://data.europa.eu/esco/skill/f8249dd0-c832-47d4-a9b5-0dad85d2bd16,supervise sound production,контролировать производство звука,skill/competence
http://data.europa.eu/esco/skill/f84a433f-34f1-4083-b0a3-24802623509c,web services,веб-сервисы,knowledge
http://data.europa.eu/esco/skill/f88002a8-6355-4d33-9496-285c166ff375,ICT power consumption,потребление энергии ИКТ,knowledge
http://data.europa.eu/esco/skill/f88cb903-83a2-44a3-98a8-e72180ec37a9,plan research process,планирование исследовательского процесса,skill/competence
http://data.europa.eu/esco/skill/f8e3425c-fe44-4ffb-bafe-0e20d91dadf4,SAP Data Services,услуги SAP Data Services,knowledge
http://data.europa.eu/esco/skill/f8f1f725-0105-41fa-9887-4df9e7a7af1e,manage email hosting service,управление услугами хостинга электронной почты,skill/competence
http://data.europa.eu/esco/skill/f9670490-8aa4-4540-b121-d440a8294aab,develop data processing applications,разработка приложений для обработки данных,skill/competence
http://data.europa.eu/esco/skill/f9a6f35b-01a7-40c9-8b61-b6ee46f97272,operating systems,операционные системы,knowledge
http://data.europa.eu/esco/skill/f9e788df-d68a-4f92-92c7-80e135fc35ff,ICT networking hardware,сетевое оборудование ИКТ,knowledge
http://data.europa.eu/esco/skill/fa3567c8-a7c1-40de-bac0-a4f5a85b9f1a,develop contingency plans for emergencies,разрабатывать планы действий в чрезвычайных ситуациях,skill/competence
http://data.europa.eu/esco/skill/fa465db3-56e8-4b5d-a781-e2a313a4ed2d,conduct qualitative research,проводить качественные исследования,skill/competence
http://data.europa.eu/esco/skill/fa642fc3-5cc5-41cf-8926-6617a8b976a7,promote the participation of citizens in scientific and research activities,содействовать участию граждан в научно-исследовательской деятельности,skill/competence
http://data.europa.eu/esco/skill/fae27053-8924-4bfd-b565-c9fe502044c9,system design,проектирование систем,knowledge
http://data.europa.eu/esco/skill/fafbb75f-ec35-4cc2-996a-20c85ef6c266,follow safety procedures when working at heights,соблюдать правила техники безопасности при работе на высоте,skill/competence
http://data.europa.eu/esco/skill/fafe0b9d-dbd9-46bd-b770-26299539ce66,ICT process quality models,модели качества процессов ИКТ,knowledge
http://data.europa.eu/esco/skill/fb3bc9b5-2297-4bba-85b1-60f696a92db8,characteristics of services,характеристики услуг,knowledge
http://data.europa.eu/esco/skill/fb601189-afa9-4a7b-8430-21a906483072,field-programmable gate arrays,программируемые матрицы,knowledge
http://data.europa.eu/esco/skill/fb7aee4d-f6c6-4a87-8e9d-8e542b3771f8,software metrics,метрики программного обеспечения,knowledge
http://data.europa.eu/esco/skill/fbafa41f-cd05-4109-a649-8b44d306d779,create data models,создание моделей данных,skill/competence
http://data.europa.eu/esco/skill/fbb14862-aa9c-4f60-bf33-8b27a0785aba,instruct on set up of equipment,инструктаж по настройке оборудования,skill/competence
http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5,maintain ICT system,обслуживание ИКТ-системы,skill/competence
